USERNAME, TIMESTAMP, ACTION, RESOURCE
qylarry, 10/14/2016 08:13:13PM, complete, system alert CA03406
lqmadden, 10/14/2016 08:58:28PM, cancel, system alert CA03150
lqmadden, 10/14/2016 09:03:08PM, query, office visit OV02124
fzalcala, 10/15/2016 09:59:09PM, import, office visit OV02939
quhundley, 10/15/2016 10:49:21PM, order, appointment A001584
fzalcala, 10/15/2016 12:54:15PM, delete, notification NX0881
lqmadden, 10/16/2016 02:38:12AM, unmerge, office visit OV00787
dsblythe, 10/16/2016 07:59:27AM, resolve, ICD-10 Code 394
xcherndon, 10/16/2016 08:00:15AM, cancel, office visit OV04247
qylarry, 10/16/2016 10:04:48AM, cancel, system alert CA03417
xcherndon, 10/16/2016 11:20:55AM, import, system alert CA02552
dsblythe, 10/16/2016 12:57:11PM, modify, notification NX3875
dsblythe, 10/17/2016 12:15:22AM, assign, patient specific instructions A49
qylarry, 10/17/2016 12:23:49AM, access, message M4525
qylarry, 10/17/2016 11:56:55AM, modify, notification NX2312
xcherndon, 10/17/2016 01:02:18PM, order, message M3895
fzalcala, 10/18/2016 06:42:10AM, schedule, appointment A002321
quhundley, 10/18/2016 09:31:01AM, sort, appointment A005008
fzalcala, 10/18/2016 01:34:47PM, enable, office visit OV00119
qylarry, 10/18/2016 04:29:52PM, view, patient specific instructions A663
lqmadden, 10/18/2016 05:26:39PM, unmerge, system alert CA00277
lqmadden, 10/18/2016 07:14:51PM, unmerge, notification NX1034
quhundley, 10/19/2016 03:38:34AM, disable, appointment A000770
qylarry, 10/19/2016 05:25:26AM, unmerge, system alert CA00277
lqmadden, 10/19/2016 07:31:24AM, cancel, office visit OV01843
qylarry, 10/19/2016 09:55:30AM, create, message M3668
fzalcala, 10/19/2016 10:23:55AM, merge, message M1235
dsblythe, 10/19/2016 01:47:55PM, complete, message M3214
fzalcala, 10/19/2016 05:38:50PM, complete, ICD-9 Code 905
qylarry, 10/20/2016 12:03:35AM, import, office visit OV01979
lqmadden, 10/20/2016 03:02:25AM, import, appointment A002389
lqmadden, 10/20/2016 12:17:51PM, cancel, notification NX0301
dsblythe, 10/20/2016 02:10:11PM, resolve, message M5146
quhundley, 10/20/2016 02:22:04PM, query, notification NX2872
quhundley, 10/20/2016 05:55:59PM, print, office visit OV03767
dsblythe, 10/20/2016 05:56:45PM, delete, ICD-10 Code 117
xcherndon, 10/21/2016 01:25:03AM, resolve, ICD-9 Code 444
dsblythe, 10/21/2016 02:31:18AM, assign, ICD-9 Code 790
dsblythe, 10/21/2016 04:35:50AM, unmerge, appointment A000855
qylarry, 10/21/2016 11:32:32AM, update, CPT Code 89
xcherndon, 10/21/2016 03:02:57PM, print, message M5397
xcherndon, 10/21/2016 04:29:36PM, enable, system alert CA04762
qylarry, 10/21/2016 04:33:52PM, cancel, notification NX0301
fzalcala, 10/21/2016 05:52:35PM, print, notification NX2286
qylarry, 10/22/2016 09:45:42PM, merge, system alert CA00306
quhundley, 10/23/2016 09:31:59AM, schedule, office visit OV05067
xcherndon, 10/23/2016 03:53:40PM, complete, appointment A000237
dsblythe, 10/24/2016 11:39:37AM, resolve, appointment A002547
fzalcala, 10/24/2016 11:09:30PM, import, ICD-9 Code 741
xcherndon, 10/24/2016 11:25:17PM, unmerge, system alert CA00345
lqmadden, 10/25/2016 07:18:59AM, cancel, ICD-10 Code 423
lqmadden, 10/25/2016 09:42:39AM, cancel, notification NX1604
dsblythe, 10/25/2016 10:58:10AM, schedule, system alert CA01463
dsblythe, 10/25/2016 10:33:03PM, resolve, ICD Code 480
dsblythe, 10/26/2016 06:53:58AM, complete, message M3214
qylarry, 10/26/2016 07:07:08AM, export, message M5392
qylarry, 10/26/2016 11:00:11AM, create, system alert CA04840
fzalcala, 10/26/2016 02:02:59PM, merge, office visit OV03122
dsblythe, 10/26/2016 09:51:01PM, update, message M5894
dsblythe, 10/26/2016 10:09:00PM, print, system alert CA04892
quhundley, 10/26/2016 12:27:39PM, merge, message M1235
quhundley, 10/27/2016 11:00:26AM, schedule, system alert CA01893
quhundley, 10/27/2016 12:39:29AM, assign, system alert CA00191
lqmadden, 10/27/2016 04:04:54PM, order, message M1819
qylarry, 10/27/2016 08:50:17PM, assign, notification NX1212
lqmadden, 10/27/2016 09:08:34PM, enable, office visit OV01897
lqmadden, 11/01/2016 02:51:14AM, order, appointment A004704
dsblythe, 11/01/2016 04:23:31AM, merge, ICD-9 Code 257
lqmadden, 11/01/2016 03:26:51PM, disable, ICD Code 118
fzalcala, 11/01/2016 04:44:21PM, update, patient specific instructions A905
xcherndon, 11/02/2016 05:11:06AM, order, message M1819
fzalcala, 11/02/2016 08:56:06AM, cancel, system alert CA03417
qylarry, 11/03/2016 05:30:27AM, update, notification NX3622
dsblythe, 11/03/2016 01:41:25PM, create, office visit OV02431
qylarry, 11/03/2016 09:35:46PM, enable, system alert CA04762
lqmadden, 11/03/2016 12:12:31PM, resolve, ICD-9 Code 194
fzalcala, 11/04/2016 02:23:03AM, update, ICD Code 26
fzalcala, 11/04/2016 04:47:22AM, delete, notification NX4358
quhundley, 11/04/2016 12:58:15PM, query, message M5221
xcherndon, 11/05/2016 09:11:47AM, order, message M1819
quhundley, 11/06/2016 07:32:27AM, print, patient specific instructions A234
dsblythe, 11/06/2016 09:35:28AM, update, notification NX0017
lqmadden, 11/06/2016 11:30:54AM, order, system alert CA04806
fzalcala, 11/06/2016 05:46:31PM, cancel, notification NX1118
qylarry, 11/06/2016 07:29:33PM, modify, patient specific instructions A1473
qylarry, 11/07/2016 06:26:56AM, disable, notification NX0207
qylarry, 11/07/2016 12:20:53PM, create, system alert CA04840
lqmadden, 11/07/2016 05:32:24PM, unmerge, system alert CA02196
lqmadden, 11/07/2016 07:12:41PM, print, ICD-9 Code 397
fzalcala, 11/08/2016 05:40:08AM, query, notification NX2872
qylarry, 11/08/2016 07:07:29AM, unmerge, office visit OV00316
dsblythe, 11/08/2016 04:52:52PM, complete, message M3214
dsblythe, 11/08/2016 05:33:02PM, query, notification NX2287
lqmadden, 11/08/2016 08:29:47PM, update, notification NX3622
dsblythe, 11/08/2016 09:18:26PM, assign, ICD-9 Code 790
quhundley, 11/09/2016 05:08:40AM, cancel, office visit OV01843
lqmadden, 11/09/2016 12:40:05AM, cancel, system alert CA03417
dsblythe, 11/09/2016 03:36:07PM, order, notification NX1379
xcherndon, 11/09/2016 04:57:12PM, unmerge, system alert CA00277
xcherndon, 11/09/2016 08:32:12PM, update, patient specific instructions A532
quhundley, 11/09/2016 10:11:59PM, create, appointment A003818
lqmadden, 11/10/2016 05:53:03AM, cancel, notification NX1118
qylarry, 11/10/2016 09:30:25AM, unmerge, notification NX0848
fzalcala, 11/10/2016 11:58:03AM, merge, ND code 284
xcherndon, 11/10/2016 04:28:20PM, order, system alert CA04806
dsblythe, 11/10/2016 07:59:36PM, cancel, system alert CA03969
lqmadden, 11/10/2016 08:01:09PM, create, system alert CA04840
qylarry, 11/10/2016 11:11:17PM, unmerge, notification NX1624
quhundley, 11/10/2016 11:36:19PM, sort, system alert CA04760
dsblythe, 11/11/2016 01:13:40AM, import, office visit OV01979
lqmadden, 11/11/2016 06:27:16AM, import, system alert CA01287
lqmadden, 11/11/2016 08:40:45AM, cancel, system alert CA03969
qylarry, 11/11/2016 08:04:20PM, delete, ICD-9 Code 261
dsblythe, 11/11/2016 09:16:52PM, import, ICD-9 Code 741
lqmadden, 11/12/2016 06:26:19AM, update, patient specific instructions A532
qylarry, 11/12/2016 07:36:00AM, unmerge, notification NX4544
xcherndon, 11/12/2016 07:48:16AM, modify, notification NX2143
lqmadden, 11/12/2016 12:24:41PM, unmerge, system alert CA03572
quhundley, 11/12/2016 12:06:07PM, delete, ICD-9 Code 261
xcherndon, 11/12/2016 12:38:12PM, unmerge, system alert CA03009
quhundley, 11/13/2016 03:47:26AM, enable, office visit OV01897
lqmadden, 11/13/2016 05:28:29AM, sort, system alert CA00678
dsblythe, 11/13/2016 10:20:11AM, resolve, ND code 295
quhundley, 11/13/2016 06:09:17PM, unmerge, office visit OV00787
lqmadden, 11/13/2016 09:31:22PM, enable, system alert CA00590
lqmadden, 11/14/2016 11:09:01AM, complete, ND code 245
quhundley, 11/14/2016 12:31:34PM, resolve, notification NX4608
dsblythe, 11/15/2016 12:13:20AM, create, ICD-9 Code 130
fzalcala, 11/15/2016 01:38:27AM, create, message M4467
fzalcala, 11/15/2016 02:22:38AM, query, notification NX2872
lqmadden, 11/15/2016 03:11:32AM, query, appointment A001519
xcherndon, 11/15/2016 07:22:45AM, order, notification NX1379
xcherndon, 11/15/2016 08:07:56PM, create, office visit OV02431
lqmadden, 11/15/2016 10:32:37PM, cancel, system alert CA02174
lqmadden, 11/16/2016 01:36:11AM, delete, office visit OV05464
lqmadden, 11/16/2016 03:57:10AM, update, notification NX0017
dsblythe, 11/17/2016 09:11:58PM, unmerge, system alert CA00345
xcherndon, 11/18/2016 06:48:36AM, order, appointment A004704
xcherndon, 11/18/2016 08:49:36PM, unmerge, office visit OV02858
quhundley, 11/19/2016 08:21:20AM, disable, notification NX1054
lqmadden, 11/19/2016 09:53:49AM, sort, appointment A005172
fzalcala, 11/19/2016 11:58:00AM, resolve, notification NX4608
xcherndon, 11/19/2016 01:16:00PM, merge, message M3992
qylarry, 11/19/2016 01:42:21PM, assign, HL7 Code 1
dsblythe, 11/19/2016 03:44:17PM, create, system alert CA03482
quhundley, 11/19/2016 05:54:33PM, disable, patient specific instructions A541
lqmadden, 11/19/2016 11:01:47PM, view, appointment A002502
fzalcala, 11/20/2016 03:34:13AM, enable, system alert CA04762
lqmadden, 11/20/2016 06:07:44AM, schedule, system alert CA01893
quhundley, 11/20/2016 08:56:31AM, schedule, office visit OV02565
lqmadden, 11/21/2016 06:42:37AM, import, ICD-9 Code 741
xcherndon, 11/21/2016 03:56:02PM, resolve, office visit OV04479
qylarry, 11/22/2016 08:58:52AM, enable, office visit OV01897
lqmadden, 11/22/2016 05:45:15PM, schedule, system alert CA01078
lqmadden, 11/22/2016 08:19:15PM, assign, notification NX2765
lqmadden, 11/23/2016 01:10:51AM, cancel, system alert CA04602
quhundley, 11/23/2016 02:42:21AM, order, system alert CA04806
lqmadden, 11/23/2016 05:57:47PM, query, notification NX2872
dsblythe, 11/24/2016 02:56:33AM, modify, ICD-9 Code 934
fzalcala, 11/24/2016 01:03:29PM, order, notification NX1379
dsblythe, 11/24/2016 06:43:17PM, access, patient specific instructions A1042
qylarry, 11/25/2016 01:02:04AM, create, appointment A000485
fzalcala, 11/25/2016 07:13:27AM, export, system alert CA04826
xcherndon, 11/25/2016 12:40:07AM, modify, notification NX2312
qylarry, 11/25/2016 06:17:58PM, update, office visit OV01076
dsblythe, 11/25/2016 06:47:22PM, import, office visit OV02939
quhundley, 11/25/2016 10:01:54PM, merge, message M3992
quhundley, 11/25/2016 11:07:10PM, modify, appointment A003833
qylarry, 11/26/2016 03:37:44AM, schedule, system alert CA01463
qylarry, 11/26/2016 05:34:55AM, cancel, system alert CA02174
dsblythe, 11/26/2016 08:13:02PM, complete, office visit OV00059
xcherndon, 11/26/2016 10:53:38PM, sort, system alert CA04760
qylarry, 11/26/2016 11:15:51PM, cancel, notification NX1118
xcherndon, 11/27/2016 01:33:06AM, sort, ICD Code 458
qylarry, 11/27/2016 03:21:41AM, export, system alert CA04826
dsblythe, 11/27/2016 03:42:30AM, update, notification NX0017
xcherndon, 11/27/2016 05:10:36AM, merge, appointment A004326
qylarry, 11/27/2016 07:34:15AM, create, appointment A003818
dsblythe, 11/27/2016 12:04:37AM, enable, system alert CA04762
lqmadden, 11/27/2016 04:26:04PM, merge, appointment A004259
xcherndon, 11/27/2016 10:56:51PM, delete, notification NX2338
dsblythe, 11/27/2016 11:31:00PM, modify, notification NX2312
xcherndon, 12/01/2016 12:38:05AM, sort, ICD-10 Code 953
fzalcala, 12/01/2016 05:59:36AM, unmerge, appointment A000855
dsblythe, 12/01/2016 06:30:26AM, cancel, office visit OV03435
dsblythe, 12/01/2016 06:57:31AM, import, system alert CA02552
quhundley, 12/01/2016 11:34:23AM, cancel, notification NX2705
fzalcala, 12/01/2016 12:59:49PM, cancel, system alert CA04602
qylarry, 12/01/2016 05:21:28PM, merge, system alert CA02137
lqmadden, 12/01/2016 05:31:29PM, complete, office visit OV03063
lqmadden, 12/02/2016 06:57:51AM, unmerge, notification NX1034
xcherndon, 12/02/2016 09:08:05AM, cancel, notification NX0301
dsblythe, 12/02/2016 11:18:29AM, disable, notification NX1054
fzalcala, 12/02/2016 07:49:44PM, complete, message M3214
xcherndon, 12/03/2016 04:57:47AM, assign, office visit OV00197
xcherndon, 12/03/2016 12:38:30PM, create, office visit OV04060
lqmadden, 12/05/2016 12:59:14AM, order, message M1819
xcherndon, 12/05/2016 06:51:02AM, schedule, message M4256
lqmadden, 12/05/2016 08:14:15AM, merge, system alert CA00306
xcherndon, 12/05/2016 03:27:52PM, export, CPT Code 52
xcherndon, 12/05/2016 11:50:16PM, cancel, office visit OV01843
lqmadden, 12/06/2016 01:04:47AM, update, system alert CA04557
lqmadden, 12/06/2016 01:18:04AM, resolve, office visit OV02876
quhundley, 12/06/2016 01:53:18AM, import, office visit OV01979
fzalcala, 12/06/2016 03:28:10AM, assign, notification NX1212
dsblythe, 12/06/2016 06:54:00AM, export, system alert CA04826
fzalcala, 12/06/2016 09:13:28AM, cancel, system alert CA03969
lqmadden, 12/06/2016 12:26:25PM, update, notification NX0017
qylarry, 12/07/2016 01:57:52AM, update, office visit OV04352
xcherndon, 12/07/2016 07:25:37AM, unmerge, appointment A000532
lqmadden, 12/07/2016 02:25:33PM, merge, patient specific instructions A352
qylarry, 12/07/2016 12:09:37PM, complete, appointment A003583
xcherndon, 12/08/2016 12:13:32AM, schedule, system alert CA01078
quhundley, 12/08/2016 09:10:52AM, complete, ND code 245
quhundley, 12/08/2016 09:58:15AM, resolve, office visit OV05076
fzalcala, 12/08/2016 02:33:04PM, complete, message M3214
fzalcala, 12/08/2016 07:10:02PM, view, appointment A002502
dsblythe, 12/09/2016 09:46:11AM, cancel, office visit OV01843
xcherndon, 12/09/2016 06:24:32PM, schedule, appointment A002321
xcherndon, 12/09/2016 11:04:33PM, unmerge, appointment A002347
dsblythe, 12/10/2016 07:01:15AM, order, appointment A004704
xcherndon, 12/10/2016 12:55:28PM, resolve, office visit OV05076
lqmadden, 12/10/2016 03:18:00PM, complete, notification NX1821
qylarry, 12/10/2016 05:12:38PM, assign, system alert CA04099
fzalcala, 12/11/2016 12:44:31AM, assign, system alert CA04029
lqmadden, 12/11/2016 09:18:53AM, complete, office visit OV02465
quhundley, 12/11/2016 01:17:35PM, unmerge, notification NX1034
qylarry, 12/11/2016 06:44:46PM, unmerge, system alert CA00520
fzalcala, 12/11/2016 08:03:07PM, create, office visit OV01854
quhundley, 12/11/2016 12:49:08PM, import, office visit OV02939
lqmadden, 12/12/2016 04:22:56AM, update, system alert CA01680
dsblythe, 12/12/2016 05:08:18AM, assign, system alert CA04172
quhundley, 12/12/2016 10:31:24PM, disable, appointment A000770
dsblythe, 12/13/2016 12:34:19AM, view, patient specific instructions A663
xcherndon, 12/13/2016 08:22:00AM, query, HL7 Code 288
quhundley, 12/13/2016 10:19:10AM, merge, notification NX1138
lqmadden, 12/13/2016 10:26:58AM, order, ICD Code 111
qylarry, 12/13/2016 09:39:33PM, cancel, system alert CA03522
qylarry, 12/13/2016 10:22:04PM, query, notification NX2872
lqmadden, 12/13/2016 12:23:53PM, unmerge, system alert CA03572
dsblythe, 12/14/2016 12:17:47AM, view, appointment A002502
quhundley, 12/14/2016 03:19:03AM, merge, message M3062
dsblythe, 12/14/2016 09:57:20AM, merge, message M3062
quhundley, 12/14/2016 07:09:23PM, unmerge, office visit OV01569
lqmadden, 12/14/2016 08:27:50PM, cancel, ICD-10 Code 423
qylarry, 12/15/2016 02:05:34AM, view, message M5402
qylarry, 12/15/2016 05:27:42AM, access, system alert CA00245
xcherndon, 12/15/2016 10:43:05AM, schedule, notification NX3185
xcherndon, 12/15/2016 12:48:05PM, delete, notification NX2338
xcherndon, 12/16/2016 04:10:16AM, order, system alert CA04806
lqmadden, 12/16/2016 06:09:15AM, complete, message M2049
quhundley, 12/16/2016 09:35:31PM, schedule, patient specific instructions A954
fzalcala, 12/16/2016 12:50:29PM, assign, HL7 Code 1
qylarry, 12/17/2016 05:30:17PM, create, ICD-9 Code 130
qylarry, 12/17/2016 07:03:55PM, unmerge, system alert CA02196
quhundley, 12/18/2016 04:47:05AM, complete, system alert CA03406
fzalcala, 12/18/2016 10:47:15AM, order, system alert CA04806
fzalcala, 12/18/2016 02:23:36PM, create, office visit OV01854
xcherndon, 12/18/2016 02:26:54PM, merge, system alert CA03592
fzalcala, 12/18/2016 10:55:50PM, print, message M5397
dsblythe, 12/19/2016 02:34:17AM, modify, notification NX2143
dsblythe, 12/19/2016 07:02:17AM, create, message M5163
xcherndon, 12/19/2016 07:57:52AM, resolve, office visit OV05076
xcherndon, 12/19/2016 08:04:23AM, access, ICD-9 Code 29
lqmadden, 12/19/2016 12:05:25PM, order, notification NX3450
fzalcala, 12/19/2016 09:41:35PM, create, office visit OV02431
fzalcala, 12/20/2016 04:06:51AM, complete, ICD-9 Code 905
dsblythe, 12/20/2016 12:14:43PM, access, message M4525
dsblythe, 12/20/2016 04:12:09PM, print, notification NX0492
qylarry, 12/20/2016 09:04:57PM, update, CPT Code 89
quhundley, 12/21/2016 12:02:16AM, view, patient specific instructions A663
xcherndon, 12/21/2016 08:51:45AM, order, system alert CA04806
qylarry, 12/21/2016 12:40:42PM, complete, ICD-9 Code 905
xcherndon, 12/22/2016 01:06:37PM, schedule, notification NX3185
xcherndon, 12/22/2016 10:32:56PM, unmerge, system alert CA03572
lqmadden, 12/23/2016 07:32:51AM, create, office visit OV02431
qylarry, 12/23/2016 12:50:53PM, create, office visit OV01243
fzalcala, 12/23/2016 02:00:41PM, create, office visit OV04060
quhundley, 12/23/2016 12:08:10PM, modify, HL7 Code 282
xcherndon, 12/24/2016 03:17:25AM, modify, HL7 Code 282
fzalcala, 12/24/2016 05:12:03AM, sort, message M3994
qylarry, 12/24/2016 06:44:02AM, query, notification NX2872
xcherndon, 12/24/2016 10:36:45AM, export, appointment A004719
fzalcala, 12/24/2016 06:30:06PM, complete, message M4193
quhundley, 12/25/2016 09:35:21AM, update, notification NX0017
xcherndon, 12/25/2016 12:42:27AM, complete, ICD-9 Code 905
fzalcala, 12/25/2016 01:01:21PM, complete, ICD-9 Code 905
dsblythe, 12/25/2016 01:45:47PM, order, notification NX1379
dsblythe, 12/25/2016 10:10:43PM, sort, message M5251
fzalcala, 12/25/2016 11:03:36PM, import, office visit OV02939
fzalcala, 12/26/2016 02:37:33AM, schedule, system alert CA01078
xcherndon, 12/26/2016 03:53:10AM, merge, system alert CA00306
xcherndon, 12/26/2016 05:52:39AM, export, system alert CA00761
lqmadden, 12/26/2016 02:14:45PM, import, office visit OV02939
lqmadden, 12/26/2016 02:33:14PM, assign, system alert CA00191
qylarry, 12/26/2016 05:35:57PM, update, notification NX3622
fzalcala, 12/26/2016 10:05:08PM, sort, notification NX4096
lqmadden, 12/27/2016 09:47:14PM, print, office visit OV00092
qylarry, 12/27/2016 10:53:13PM, view, patient specific instructions A28
xcherndon, 01/01/2017 01:08:59AM, import, office visit OV01979
xcherndon, 01/01/2017 09:03:07AM, assign, system alert CA04029
fzalcala, 01/01/2017 09:56:11AM, enable, office visit OV01897
fzalcala, 01/01/2017 05:03:03PM, import, system alert CA01287
fzalcala, 01/01/2017 12:37:09PM, resolve, office visit OV02876
dsblythe, 01/02/2017 02:42:31AM, query, notification NX2872
xcherndon, 01/02/2017 07:27:28AM, cancel, system alert CA02174
xcherndon, 01/03/2017 12:54:16AM, order, notification NX1379
lqmadden, 01/03/2017 08:15:19AM, import, office visit OV02939
fzalcala, 01/03/2017 09:14:18AM, query, message M5221
qylarry, 01/04/2017 08:25:16AM, create, message M4467
